FULL_NAME,GRADE,SSAN,RECORD_STATUS,ASSIGNED_PAS,ASSIGNED_PAS_CLEARTEXT,OFFICE_SYMBOL,DUTY_TITLE,DUTY_START_DATE,DOR,DAFSC,CAFSC,PAFSC,2AFSC,3AFSC,4AFSC,DATE_ARRIVED_STATION,DUTY_PHONE,TAFMSD,DOE,DOS,DATE_OF_BIRTH,HOME_ADDRESS,HOME_CITY ,HOME_STATE,HOME_ZIP_CODE,SUPV_NAME,GRADE_PERM_PROJ,UIF_CODE,UIF_DISPOSITION_DATE,PROJ_EVAL_CLOSE_DATE,MARITAL_STATUS,RNLTD,GAINING_PAS,GAINING_PAS_CLEARTEXT,LAST_EVAL_RATING,LAST_EVAL_CLOSE_DATE,PERF_INDICATOR,SPOUSE_SSAN,SUPV_BEGIN_DATE,REENL_ELIG_STATUS,HOME_PHONE_NUMBER,AGE,DEROS,DEPLOY_ADMIN_STATUS,DEPLOY_ADMIN_STATUS_CLEARTEXT,DEPLOY_ADMIN_STOP_DATE,DEPLOY_LEGAL_STATUS,DEPLOY_LEGAL_STATUS_CLEARTEXT,DEPLOY_LEGAL_STOP_DATE,DEPLOY_PHYS_STATUS,DEPLOY_PHYS_STATUS_CLEARTEXT,DEPLOY_PHYS_STOP_DATE,DEPLOY_TIME_STATUS,DEPLOY_TIME_STATUS_CLEARTEXT,DEPLOY_TIME_STOP_DATE,AVAILABILITY_CODE,AVAILABILITY_CODE_CLEARTEXT,AVAILABILITY_DATE,AVAILABILITY_STATUS,AVAILABILITY_STATUS_CLEARTEXT,LIMITATION_CODE,LIMITATION_CODE_CLEARTEXT,LIMITATION_END_DATE,SEC_CLR,TYPE_SEC_INV,DT_SCTY_INVES_COMPL,SEC_ELIG_DT,TECH_ID,ACDU_STATUS,ANG_ROLL_INDICATOR,AFR_SECTION_ID,CIVILIAN_ART_ID,ATTACHED_PAS,FUNCTIONAL_CATEGORY
Rice Coull,SMS,159-84-8462,10,NM1234,SQUADRONLRAFB,CYC,Assistant Professor,22-Apr-2022,04-Oct-2019,2M02S,2M02S,,,,,02-Oct-2020,812-437-3511,06-Feb-2008,28-Apr-2023,15-Nov-2022,20-Dec-2055,895 Grasskamp Avenue,Terre Haute,Indiana,61957-0113,Kiley Tatershall,,,,20-Aug-2024,M,,,,A,02-Jun-2023,A,123-12-2456,08-Aug-2023,1R,719-810-1730,27,,,,,,,,,,,,,,,,,,,,MED  ASSIGNMENT LIMITATION,12-Sep-2024,V,5R,18-Feb-2019,01-Sep-2022,,,,,,,A
Noelani Spencer,MSG,125-85-1536,20,NM1234,SQUADRONVSFB,CYPR,Human Resources Manager,06-Sep-2021,16-Jan-2022,2E274,2M02S,,,,,30-Dec-2022,262-507-2877,17-Jan-2012,28-Nov-2022,11-Dec-2022,17-Aug-2051,2962 Comanche Drive,Racine,Wisconsin,66302-467,Waylen Aggis,,,,13-Sep-2024,M,,,,V,30-Mar-2023,A,159-84-8462,07-May-2023,3C,616-474-5996,27,,,,,,,,,,,,,,,,24-Feb-2024,,,Q,,11-Mar-2024,V,T5,15-May-2021,27-Nov-2022,,,,,,,A
Danit Showering,SP3,512-54-5483,10,VQ1234,SQUADRONLRAFB,CYPR,Sales Associate,17-Oct-2023,22-Aug-2021,17D,17D,,,,,23-Oct-2020,215-361-6437,21-Feb-2013,26-Jan-2023,07-Jan-2023,10-Jun-2034,3 Waywood Alley,Philadelphia,Pennsylvania,58407-625,Miles Jurries,,,,20-Jun-2024,M,,,,V,09-Mar-2023,A,512-54-5483,09-Oct-2023,3C,901-255-0459,26,,,,,,,,,,,,,,81,,,,APPROVED,,APPROVED SRB,25-Mar-2024,V,5R,14-Jun-2020,13-Aug-2022,,,,,,,A
Florri Risbrough,TSG,125-85-1536,20,VQ1234,SQUADRONVSFB,CYCM,Quality Control Specialist,19-Nov-2021,06-Jun-2020,2E274,5C071,,,,,24-Mar-2018,336-481-5341,18-Sep-2023,06-Aug-2023,31-Jul-2023,06-May-2029,01221 Dottie Point,High Point,North Carolina,51346-231,Stace Try,,,,02-Jul-2024,S,,,,Y,15-Jul-2023,A,123-12-2456,08-Dec-2022,3C,805-713-4545,51,,,,,,,,,,,,,,,,03-May-2024,A,,,,30-Apr-2024,V,T5,11-Jun-2020,18-Jun-2023,,,,,,,A
Edie Dalby,SMS,125-85-1536,10,VQ1234,SQUADRONLRAFB,CYCM,VP Sales,25-Jan-2023,09-May-2021,2M02S,2M02S,,,,,10-Aug-2020,518-428-5460,29-Apr-2009,25-Jan-2023,20-Sep-2023,21-Jul-2025,925 Graedel Pass,Albany,New York,66582-312,Renie Bryde,,,,29-Jan-2024,S,,,,A,24-Feb-2023,A,512-54-5483,22-Jan-2023,3C,205-157-7008,25,,,,,,,,,,,,,,,,,A,,,,10-Jun-2024,V,A,13-Dec-2021,23-Apr-2022,,,,,,,A
Ferd Gerty,SMS,125-85-1536,10,VQ1234,SQUADRONVSFB,CYP,Structural Engineer,04-Aug-2023,18-Jul-2019,Z5C052,2E274,,,,,01-Apr-2022,775-621-3802,06-Dec-2015,17-Feb-2023,07-Jun-2023,05-Nov-2043,1597 Portage Road,Reno,Nevada,14783-109,Lanni Lemerle,,,,03-Nov-2024,S,,,,Y,16-Nov-2022,A,123-12-2456,15-Jan-2023,1J,253-540-5822,24,,,,,,,,,,,,,22-Sep-2023,,,05-Oct-2024,,,,,26-Feb-2024,V,5R,14-Aug-2023,03-Oct-2022,,,,,,,A
Nicoline Fierman,SP1,512-54-5483,10,VQ1234,SQUADRONLRAFB,CYCP,Speech Pathologist,28-Apr-2022,12-Jul-2019,2M02S,5C071,,,,,29-Oct-2022,217-613-1744,19-Apr-2016,14-Jun-2023,10-Feb-2023,18-Oct-2027,8 Knutson Drive,Champaign,Illinois,65573-001,Royall Ferronel,,1,,25-May-2024,S,,,,Y,30-Nov-2022,A,512-54-5483,06-Feb-2023,3C,202-196-0483,27,,,,,,,,,,,,,,,,,,APPROVED,,,09-Aug-2024,V,7,12-Feb-2023,20-Feb-2023,,,,,,,A
Coretta Dutch,MSG,159-84-8462,10,NM1234,SQUADRONVSFB,CYPR,Automation Specialist III,01-Nov-2022,11-Jul-2022,2E274,5C071,,,,,08-Sep-2018,915-228-0013,27-May-2004,24-Mar-2023,18-Jul-2023,11-Jan-2013,0 Derek Parkway,El Paso,Texas,41520-165,Friedrick Tibalt,,,,17-Jul-2024,S,,,,L,27-Dec-2022,A,125-85-1536,10-Sep-2023,3C,774-967-5060,21,,,,,,,,,,,,,25-May-2023,,DEPLOYABLE WITH LIMITATIONS,,A,APPROVED,,,22-Sep-2024,V,7,28-May-2020,07-Jun-2023,,,,,,,A
Valida Hempel,COL,159-84-8462,20,VQ1234,SQUADRONVSFB,CYP,Administrative Officer,06-Sep-2023,26-Mar-2023,17D,2M02S,,,,,05-Nov-2020,618-340-0032,14-Apr-2011,07-May-2023,24-Jun-2023,11-Jun-2071,9 David Pass,East Saint Louis,Illinois,63824-112,Deina De Dei,,,,30-Jan-2024,D,,,,Y,21-Apr-2023,A,152-58-5486,25-Sep-2023,3C,304-116-9603,40,,,,,,,,,,,,,,81,,,A,,,APPROVED SRB,17-Jan-2024,V,9,17-Apr-2019,15-Jan-2022,,,,,,,A
Leese Banbrigge,MAJ,512-54-5483,20,VQ1234,SQUADRONVSFB,CYCP,Paralegal,26-Mar-2022,19-May-2019,5C071,2E274,,,,,13-Apr-2018,619-357-8534,15-Jan-2008,17-Sep-2023,06-Sep-2023,04-Sep-2046,61 Waywood Circle,San Diego,California,16714-375,Iolande Sheed,,,,10-Feb-2024,M,,,,A,14-Dec-2022,A,152-58-5486,01-Dec-2022,1J,602-330-3547,20,,,,,,,,,,,,,,,MEDICAL,04-Apr-2024,A,APPROVED,X,,24-Nov-2023,V,7,03-Jan-2019,16-Oct-2022,,,,,,,A
Chad Pugsley,CMS,125-85-1536,10,NM1234,SQUADRONLRAFB,CYPR,Software Engineer II,22-Nov-2022,07-Jul-2019,2E274,17D,,,,,22-May-2020,718-980-2516,16-Apr-2006,01-Oct-2023,04-May-2023,11-Sep-2023,74720 Monica Plaza,Jamaica,New York,36987-2050,Gretchen Reeds,,,,25-Dec-2023,D,,,,L,24-Aug-2023,A,123-12-2456,26-Oct-2023,3C,915-542-7375,35,,,,,,,,,,,,,,,MEDICAL,,A,,,,02-Feb-2024,V,T5,09-Jul-2022,16-Nov-2022,,,,,,,A
Katharina Vlach,2LT,159-84-8462,10,NM1234,SQUADRONLRAFB,CYC,Librarian,31-Mar-2023,25-Nov-2021,2E274,5C071,,,,,12-Jan-2023,775-239-4699,18-Apr-2014,18-Aug-2023,21-Oct-2023,24-Mar-2011,8065 Cordelia Hill,Reno,Nevada,0406-0154,Creighton Tothacot,,,,01-Aug-2024,D,26-Jan-2024,,,L,20-Nov-2022,A,125-85-1536,24-May-2023,1R,323-409-2835,50,,,,,,,,,,,,,,,,08-Sep-2024,A,,,,09-May-2024,V,7,27-Apr-2019,17-Jul-2023,,,,,,,A
Lacy Mucci,CPT,512-54-5483,20,NM1234,SQUADRONVSFB,CYP,Senior Financial Analyst,10-Nov-2021,21-Dec-2019,5C071,2M02S,,,,,01-Aug-2023,713-432-3565,22-Mar-2011,23-Jan-2023,19-Oct-2023,02-Mar-2069,4781 Meadow Valley Terrace,Houston,Texas,67510-0508,Rowney Mazella,,,,08-Jul-2024,S,,,,Y,07-Dec-2022,,512-54-5483,23-Aug-2023,3C,512-829-9909,26,,,,,,,,,,,,,,,,,,,L,,31-Jul-2024,V,5R,16-Dec-2022,19-Apr-2023,,,,,,,A
Mandy Prop,TSG,125-85-1536,20,NM1234,SQUADRONVSFB,CYP,Financial Advisor,20-Jan-2022,03-Nov-2020,17D,2E274,,,,,10-Aug-2021,606-423-1348,31-Jan-2022,08-Sep-2023,13-Aug-2023,19-Jun-2017,0283 Ridge Oak Center,London,Kentucky,51672-1260,Nerte Chugg,,,,07-Nov-2024,D,,,,V,26-Oct-2023,A,123-12-2456,11-Jul-2023,3C,559-731-7834,41,,,,,,,,,,,,,06-Jan-2023,,DEPLOYABLE WITH LIMITATIONS,,A,,,APPROVED SRB,24-Nov-2023,V,9,22-Jan-2021,31-May-2023,,,,,,,A
Jenica Blakeman,SP3,152-58-5486,20,NM1234,SQUADRONLRAFB,CYCM,Compensation Analyst,13-Jan-2022,11-Jul-2020,2M02S,2M02S,,,,,23-Nov-2021,785-252-7933,06-Sep-2008,09-Nov-2023,23-Mar-2023,06-Mar-2029,1 1st Pass,Topeka,Kansas,68084-582,Briana Yakutin,,,,13-Mar-2024,D,,,,Y,21-Jun-2023,A,512-54-5483,13-Mar-2023,1J,253-302-4515,50,,,,,,,,,,,,,,,,,A,,X,,05-Aug-2024,V,5R,07-Jul-2020,11-Jan-2022,,,,,,,A
Shalom Hugle,SP4,159-84-8462,20,NM1234,SQUADRONLRAFB,CYC,Statistician I,11-Oct-2023,29-Dec-2020,Z5C052,5C071,,,,,20-Dec-2017,586-996-1427,13-Aug-2008,14-Oct-2023,15-Oct-2023,12-Sep-2044,5 Shasta Place,Detroit,Michigan,36987-1372,Jillie Foldes,,,,14-Nov-2024,S,,,,V,03-Jul-2023,A,123-12-2456,05-Aug-2023,1J,202-928-8360,41,,,,,,,,,,,,,,,,,,,,,25-Sep-2024,V,T5,26-Jan-2023,11-Jul-2022,,,,,,,A
Mariana Colquite,COL,512-54-5483,10,NM1234,SQUADRONLRAFB,CYPR,Assistant Professor,11-Jun-2022,24-Apr-2021,2M02S,5C071,,,,,29-May-2019,863-388-8979,02-Apr-2019,12-Mar-2023,19-Jun-2023,10-Sep-2064,590 Messerschmidt Junction,Lakeland,Florida,69233-644,Flossi Ayres,,,,23-Sep-2024,D,,,,Y,30-Nov-2022,A,152-58-5486,19-Oct-2023,1R,717-616-4756,54,,,,,,,,,,,,,,,,,,APPROVED,,MED  ASSIGNMENT LIMITATION,01-Feb-2024,V,5R,04-Feb-2022,10-Dec-2022,,,,,,,A
Jeromy Summersby,COL,152-58-5486,10,VQ1234,SQUADRONVSFB,CYPR,Geologist III,03-Jan-2022,03-Jun-2022,2E274,5C071,,,,,22-May-2023,913-272-4857,05-Sep-2011,05-Oct-2023,08-Oct-2023,15-May-2030,08 Maywood Hill,Kansas City,Kansas,42043-142,Rosanne Deetch,,,,03-Apr-2024,D,,,,A,06-Sep-2023,,152-58-5486,16-Aug-2023,1J,336-248-9128,49,,,,,,,,,,,,,,31,,07-Apr-2024,,,,,16-Mar-2024,V,5R,11-Jun-2020,08-Dec-2022,,,,,,,A
Aubrette Zmitruk,LTC,152-58-5486,10,NM1234,SQUADRONLRAFB,CYCM,Nurse Practicioner,06-Aug-2022,12-Nov-2021,2E274,2E274,,,,,30-Oct-2019,202-535-9979,28-Dec-2019,14-Jan-2023,15-May-2023,01-May-2077,750 Sloan Terrace,Washington,District of Columbia,21695-869,Dwight Tavener,,,,08-Aug-2024,S,,,,L,04-Mar-2023,A,512-54-5483,29-Sep-2023,3C,706-627-2991,40,,,,,,,,,,,,,,31,DEPLOYABLE WITH LIMITATIONS,,,,,,13-Mar-2024,V,T5,26-Jul-2019,23-Nov-2021,,,,,,,A
Tades Vokins,1LT,125-85-1536,20,VQ1234,SQUADRONVSFB,CYP,Senior Editor,06-Jun-2022,18-Aug-2021,Z5C052,5C071,,,,,06-Jun-2020,520-474-1347,15-May-2008,14-Aug-2023,27-Aug-2023,15-Aug-2059,1839 Mallard Road,Tucson,Arizona,25237-0515,Grace Cherrie,,,,23-Sep-2024,D,,,,A,22-Dec-2022,A,512-54-5483,21-Nov-2022,1M,801-743-0039,24,,,,,,,,,,,,,08-Feb-2023,,DEPLOYABLE WITH LIMITATIONS,18-Mar-2024,A,APPROVED,O,EFMP,28-Feb-2024,V,9,08-Sep-2020,03-Jun-2022,,,,,,,A
Peterus Scoffham,SP2,512-54-5483,20,VQ1234,SQUADRONVSFB,CYPR,Payment Adjustment Coordinator,12-Jul-2022,28-Mar-2023,5C071,2M02S,,,,,31-Dec-2021,585-312-5166,24-Dec-2011,16-Dec-2022,23-Oct-2023,12-Jun-2050,839 Shopko Center,Rochester,New York,67857-705,Cynthie Mabey,,,,12-Nov-2024,D,,VQ1234,,Y,16-Apr-2023,,159-84-8462,23-Dec-2022,3C,585-303-1779,41,,,,,,,,,,,,,,,MEDICAL DEFERMENT,,,,,,21-May-2024,V,9,20-Mar-2023,24-May-2023,,,,,,,A
Husein Bealing,SGT,125-85-1536,10,NM1234,SQUADRONLRAFB,CYCM,Actuary,08-Mar-2023,14-Dec-2018,2M02S,5C071,,2E274,,,13-Sep-2019,901-347-4587,06-Aug-2005,16-Feb-2023,08-Sep-2023,10-May-2044,00 Rusk Road,Memphis,Tennessee,64376-814,Shannan Truckell,,,,11-Apr-2024,M,,,,A,14-Nov-2023,A,159-84-8462,22-Jan-2023,1R,305-609-5295,20,,,,,,,,,,,,,,44,,13-Dec-2023,,,X,MED  ASSIGNMENT LIMITATION,22-Jul-2024,V,7,24-Feb-2022,30-Oct-2023,,,,,,,A
Pippy Jira,SP3,159-84-8462,20,VQ1234,SQUADRONVSFB,CYC,Occupational Therapist,30-Jul-2023,30-Apr-2023,2M02S,2M02S,,,,,08-Apr-2020,915-669-7354,08-Aug-2007,24-Aug-2023,09-Nov-2023,02-Jul-2032,56415 Lawn Place,El Paso,Texas,0942-6482,Jessamyn Naptin,,,,16-Apr-2024,S,,,,V,23-May-2023,A,152-58-5486,03-Aug-2023,1M,786-425-0839,36,,,,,,,,,,,,,,44,DEPLOYABLE WITH LIMITATIONS,,,APPROVED,,,18-Jan-2024,V,7,03-Feb-2022,09-Jul-2023,,,,,,,A
Jefferson Zucker,1LT,125-85-1536,20,NM1234,SQUADRONLRAFB,CYC,Community Outreach Specialist,23-Jun-2023,23-Feb-2020,Z5C052,2E274,,,,,08-Jun-2020,916-941-3760,10-Jun-2012,27-Jul-2023,19-Aug-2023,12-Jul-2039,7368 Duke Plaza,Sacramento,California,0603-2434,Joanne Kief,,,,05-Jan-2024,M,,,,A,05-May-2023,A,125-85-1536,26-Jun-2023,1R,972-920-1949,48,,,,,,,,,,,,,21-Jul-2023,,,,,,,,20-Feb-2024,V,5R,08-Aug-2022,28-Aug-2022,,,,,,,A
Tripp Raycroft,COL,152-58-5486,10,VQ1234,SQUADRONLRAFB,CYPR,Research Associate,18-Jan-2023,21-Aug-2021,2M02S,2M02S,,,,,14-Apr-2019,213-916-0853,10-Dec-2000,25-Jun-2023,15-Mar-2023,31-Oct-2020,58759 Susan Park,Los Angeles,California,41167-1602,Nicholas Johnston,,,,22-Mar-2024,D,,VQ1234,,A,14-Aug-2023,A,123-12-2456,07-May-2023,1M,281-692-1256,43,,,,,,,,,,,50,,,,,,A,,,EFMP,30-Dec-2023,V,9,13-Mar-2021,29-Nov-2022,,,,,,,A
Adah Andreini,SGT,125-85-1536,10,VQ1234,SQUADRONLRAFB,CYC,Analog Circuit Design manager,24-May-2023,20-Nov-2022,Z5C052,2E274,,,,,04-Dec-2021,804-183-4696,07-Nov-2006,07-Oct-2023,10-Mar-2023,30-Oct-2076,7 Artisan Center,Richmond,Virginia,59062-1062,Gregorius Shopcott,,,,19-Dec-2023,M,,,,A,05-Apr-2023,A,125-85-1536,04-Sep-2023,1J,510-187-1370,25,,,,,,,,,,,,PCS INTERCOMMAND WITHIN 180 DAYS,,,,,,,,,31-Mar-2024,V,T5,15-Oct-2022,26-Sep-2022,,,,,,,A
Bobbie Amiable,SP3,152-58-5486,20,VQ1234,SQUADRONLRAFB,CYC,Accountant II,07-Nov-2022,25-Jun-2021,17D,2E274,,,,,22-Dec-2020,210-125-4020,09-Jun-2011,08-Dec-2022,20-Mar-2023,19-Jul-2006,2624 Cordelia Terrace,San Antonio,Texas,54868-4786,Washington Kleinbaum,,,,01-Jun-2024,S,,,,Y,15-Jan-2023,A,512-54-5483,04-Feb-2023,1J,256-346-9617,42,,,,,,,,,,,,,,81,,,A,,,,17-Oct-2024,V,9,19-Dec-2019,11-Dec-2021,,,,,,,A
Alasdair Rubica,1LT,125-85-1536,20,NM1234,SQUADRONVSFB,CYPR,Staff Accountant IV,26-Oct-2022,20-Aug-2019,5C071,17D,,,,,29-Jul-2018,520-184-5327,20-Mar-2004,25-Sep-2023,14-Mar-2023,17-Nov-2043,2 Park Meadow Circle,Tucson,Arizona,68151-0703,Elnore Blaschke,,,,11-May-2024,M,,,,V,04-Oct-2023,A,152-58-5486,25-Oct-2023,1M,434-225-4718,53,,,,,,,,,,,,,,44,MEDICAL,,,APPROVED,,APPROVED SRB,22-Sep-2024,V,9,02-Feb-2022,15-Jan-2022,,,,,,,A
Xylia MacHoste,SGT,125-85-1536,20,NM1234,SQUADRONVSFB,CYCP,Civil Engineer,04-Jun-2022,25-Nov-2022,5C071,Z5C052,,,,,13-Oct-2017,404-500-5946,22-Sep-2007,21-Sep-2023,01-Jan-2023,30-Dec-2073,418 Scott Road,Atlanta,Georgia,59898-130,Karena Barday,,,,05-May-2024,M,,,,V,18-Feb-2023,A,159-84-8462,09-Dec-2022,3C,828-450-5188,22,,,,,,,,,,,,,,,DEPLOYABLE WITH LIMITATIONS,27-Mar-2024,,APPROVED,,,22-Apr-2024,V,9,12-May-2020,14-Dec-2022,,,,,,,A
Jacqui Morad,SP4,125-85-1536,10,NM1234,SQUADRONVSFB,CYCM,Media Manager I,14-Feb-2022,03-Mar-2021,5C071,5C071,,,,,08-Nov-2017,612-984-6554,16-Mar-2013,29-Mar-2023,09-Dec-2022,26-Oct-2052,4961 Lindbergh Court,Minneapolis,Minnesota,50436-4233,Ariel Mallebone,,,,03-May-2024,M,,,,A,21-Nov-2022,A,123-12-2456,15-May-2023,1J,817-238-8807,39,,,,,,,,,,,,,,,,,,APPROVED,X,APPROVED SRB,12-Jan-2024,V,7,25-Nov-2021,28-Mar-2022,,,,,,,A
Brannon Caukill,SP4,123-12-2456,20,NM1234,SQUADRONLRAFB,CYCP,VP Accounting,18-Jan-2022,03-May-2023,Z5C052,2E274,2E274,,,,26-Jul-2020,619-447-0019,16-May-2019,10-Dec-2022,27-Apr-2023,08-Oct-2034,7 Vahlen Point,San Diego,California,0115-1459,Garvy Flahy,,,,10-Mar-2024,D,23-Nov-2024,,,A,04-Apr-2023,A,152-58-5486,17-Feb-2023,1R,202-285-2867,36,,,,,,,,,,,,,,,MEDICAL DEFERMENT,12-Dec-2023,,,,,26-May-2024,V,7,27-Nov-2020,19-Jul-2023,,,,,,,A
Laurella Markie,CMS,152-58-5486,20,NM1234,SQUADRONVSFB,CYC,Software Engineer I,15-Mar-2022,10-Aug-2023,17D,5C071,,,,,11-Jul-2020,937-158-2474,12-Dec-2011,14-Jun-2023,18-Nov-2022,08-Dec-2006,5417 Oak Hill,Dayton,Ohio,59351-0324,Burgess Stadden,,,,08-Apr-2024,S,,,,V,26-Sep-2023,A,125-85-1536,18-Oct-2023,1J,614-679-3763,27,,,,,,,,,,,,,,,MEDICAL,,A,,,EFMP,19-Apr-2024,V,9,14-Mar-2019,11-May-2022,,,,,,,A
Dena Skarin,MAJ,152-58-5486,10,VQ1234,SQUADRONLRAFB,CYCP,Structural Engineer,15-Nov-2022,07-Mar-2020,5C071,2E274,,,,,25-Jul-2019,614-981-8434,13-Jun-2002,19-Apr-2023,07-Nov-2023,28-Apr-2041,547 Jenna Place,Columbus,Ohio,13537-523,Ernestus Jankin,,,,21-Nov-2023,D,,,,L,10-Aug-2023,A,123-12-2456,03-May-2023,1J,912-302-5902,47,,,,,,,,,,,,,,,MEDICAL,,,,Y,,27-Apr-2024,V,A,06-Apr-2023,15-Dec-2022,,,,,,,A
Frederik Shapera,CPT,125-85-1536,20,NM1234,SQUADRONLRAFB,CYCP,Design Engineer,04-Nov-2022,02-Jun-2022,17D,2M02S,,,,,04-Jun-2018,713-303-2325,28-Sep-2021,26-Sep-2023,17-Dec-2022,06-Aug-2067,80858 Barnett Lane,Houston,Texas,55056-1601,Irena Taveriner,,,,14-Dec-2023,S,,,,L,11-Mar-2023,A,159-84-8462,27-Oct-2023,3C,419-674-9362,45,,,,,,,,,,,57,PCS INTERCOMMAND WITHIN 180 DAYS,,,DEPLOYABLE WITH LIMITATIONS,06-Mar-2024,,,,,13-Jul-2024,V,5R,19-Sep-2022,09-Feb-2023,,,,,,,A
Erinn Walewski,LTC,123-12-2456,20,VQ1234,SQUADRONVSFB,CYPR,Physical Therapy Assistant,18-Nov-2022,31-Aug-2023,5C071,5C071,,,,,05-Jun-2018,785-182-7673,27-Oct-2016,07-Oct-2023,19-Jan-2023,30-Apr-2024,07 Twin Pines Park,Topeka,Kansas,68788-9666,Joelly Bulmer,,,,11-Sep-2024,D,,,,V,27-Aug-2023,A,125-85-1536,16-May-2023,1R,314-677-4465,33,,,,,,,,,,,,,,,,21-Sep-2024,,,,EFMP,24-Jul-2024,V,5R,21-Dec-2022,22-May-2023,,,,,,,A
Gilli Stowte,CMS,159-84-8462,20,NM1234,SQUADRONVSFB,CYPR,Teacher,06-Nov-2021,27-Feb-2019,2E274,5C071,,,,,04-Jan-2023,831-283-8407,20-Mar-2017,26-Mar-2023,24-Nov-2022,11-Jun-2065,8 Bobwhite Lane,Santa Cruz,California,62168-0805,Kiley Wrintmore,,,,29-Jan-2024,D,,,,V,11-Jan-2023,A,152-58-5486,28-Mar-2023,1M,304-476-0559,47,,,,,,,,,,,,,,,,,A,,,,14-Aug-2024,V,9,14-Dec-2020,02-Dec-2021,,,,,,,A
Mathew Seeviour,SP1,152-58-5486,20,NM1234,SQUADRONVSFB,CYP,Community Outreach Specialist,21-May-2022,02-Jul-2019,17D,Z5C052,,,,,05-Sep-2023,513-427-8445,15-Apr-2017,21-Mar-2023,25-Aug-2023,13-Mar-2051,79 Bluejay Plaza,Cincinnati,Ohio,0904-6372,Legra MacGowing,,,,06-Sep-2024,S,,,,L,12-Oct-2023,A,152-58-5486,06-Jun-2023,1R,267-760-5468,18,,,,,,,,,,,,,,,,26-Sep-2024,,APPROVED,Y,,16-Apr-2024,V,7,26-Feb-2021,07-Mar-2023,,,,,,,A
Ericha Hibbart,SP3,159-84-8462,20,VQ1234,SQUADRONLRAFB,CYC,Geologist II,03-Aug-2023,23-Jan-2021,2E274,17D,,,,,23-Feb-2022,305-394-9905,11-May-2017,10-Apr-2023,22-Apr-2023,09-Mar-2020,13 Katie Trail,Homestead,Florida,42291-670,Fin Noquet,,,,28-Aug-2024,D,,,,V,15-Apr-2023,A,152-58-5486,02-Feb-2023,1M,203-387-9961,33,,,,,,,,,,,,,,,,,,,,,20-Jun-2024,V,A,09-Aug-2021,17-May-2023,,,,,,,A
Hakim De Domenici,SP1,159-84-8462,10,NM1234,SQUADRONVSFB,CYCP,Mechanical Systems Engineer,25-May-2022,02-Jun-2022,2E274,2M02S,,,,,11-Nov-2023,540-990-1232,18-Sep-2005,02-Jun-2023,15-Oct-2023,24-Apr-2038,61992 Hoepker Street,Roanoke,Virginia,0268-1022,Pren Ibbeson,,,,21-Apr-2024,S,,,,L,21-Jun-2023,A,512-54-5483,08-Dec-2022,1J,915-130-3145,26,,,,,,,,,,,,,,81,MEDICAL DEFERMENT,,,,,,26-Dec-2023,V,7,31-May-2022,09-Jul-2023,,,,,,,A
